Image,L2CA,L2CD,Energy,Original std,Original mean,cA5 std,cA5 mean,cD5 std,cD5 mean,cD4 mean,cD4 std,cD3 mean,cD3 std,cD2 mean,cD2 std,cD1 mean,cD1 std,Class
Extract246.png,70242.1579449994,5206.2273860887,221.2637028217,106.7315871858,163.8950857143,548.1935425166,934.6754020541,125.7020091016,2.1258201826,85.0560712108,-1.0892867645,72.6911854358,0.3676043198,33.5982730367,-0.0334410671,12.6779702673,0.0109160237,Fake
Extract247.bmp,66402.5822744158,7194.2313263043,422.5058316439,97.1141083485,158.5269632653,354.6215060751,904.7532233845,183.8346041099,-2.0632849283,171.1329625356,-0.9338362223,122.7536984641,-0.1583691977,47.5932295856,-0.0038876548,20.3248622419,-0.1668905396,Live
Extract247.png,67427.3348156716,5250.1835357693,225.0157319124,101.4335704783,157.989877551,515.8014598408,901.7584022012,116.7251800409,2.8242605986,71.4922350849,-2.5779672209,74.079676024,-0.0935067533,40.8735281675,0.0390757561,15.9858907382,0.0279939466,Fake
Extract248.bmp,68641.0058811166,11294.0282129558,1041.2659042861,79.5883478671,178.6886204082,204.9850291286,1012.5524469269,197.8347171043,-2.0959905597,153.243704782,0.7988575199,98.3532008057,0.0567152136,49.8374393963,-0.1650022089,32.200206297,-0.1893650895,Live
Extract248.png,71270.1449790437,4273.014895509,149.0502554877,108.7077388683,165.9764408163,572.8757506292,946.2770165086,124.1809233394,-1.0989305566,70.9254619307,-2.3451033035,58.1501355315,-0.2658687025,30.6101223122,-0.0378177063,10.9959791297,0.0231936655,Fake
Extract249.bmp,63518.0044607228,8761.4094991203,626.6309911124,91.7614176041,152.5698285714,313.8356358034,871.5330019443,142.0674945375,-5.7996035156,133.8160298886,2.0223797173,146.2205494696,0.0146010041,51.8664493006,0.0902824294,25.7066714818,0.0428762291,Live
Extract249.png,71156.6361879475,4589.601107113,171.9545985503,111.7558830418,163.6063755102,593.2035021112,933.0661202899,126.6809058783,0.9791584841,76.090101016,-0.785784111,51.4513420801,-0.1235455868,27.1668797762,0.00939859,11.0830348379,0.0149893391,Fake
Extract25.bmp,71269.9881223767,7021.9663830172,402.5143827284,84.48715272,181.7756897959,216.8077510698,1032.8966088478,146.4998052879,4.2850860582,195.0971605553,-0.3832648565,126.2573141757,0.159621669,37.8297438687,0.0600763004,23.3460921273,-0.1450398748,Live
Extract25.png,71654.5443284226,4586.2597014222,171.7043106032,110.0192044547,166.5597795918,569.2328086478,949.5282634331,141.3349472731,5.2762754655,83.6586636674,-1.5350145913,57.9510724251,0.0270369578,38.287434555,-0.030213328,12.5799063114,-0.0614689832,Fake
Extract250.bmp,71267.4876608041,5593.9234035565,255.4447268968,101.2736496135,171.6288571429,406.449563015,977.7789413299,148.8808577533,1.8970342479,144.2758802876,-1.3052549004,145.2528935205,-0.1140783931,37.4801460812,0.007976786,14.8410266784,-0.0985326915,Live
Extract250.png,67204.8102523423,5049.895476577,208.175055709,101.4330177967,156.6532326531,532.5931593183,894.3090242832,102.3852016145,0.4349630481,62.7589272601,0.5559515619,59.8705542864,0.1082242689,33.8842460403,0.0033607301,15.2868798432,-0.0093813184,Fake
Extract251.bmp,61806.7564947969,7671.511662171,480.4252341455,83.5457699928,152.2291020408,229.8523066806,869.6464239975,146.5893946844,-4.8854089184,150.8912670062,2.1811732459,146.8284678654,-0.1571097163,39.4645509121,-0.1688324225,22.4411519244,-0.0781707358,Live
Extract251.png,72094.1816586824,4883.5801661148,194.6886141949,108.3536682422,169.249044898,556.2015557636,964.5188681301,132.000083531,3.1388662628,83.8844308314,1.1610318767,66.9065871472,0.0260207616,40.0062280043,0.0655378518,12.6057755817,9.23130966351057E-05,Fake
Extract252.bmp,65698.2997655943,9510.2212950213,738.3208904512,75.0516719573,170.4337469388,161.20814931,965.3873778664,127.6017400181,5.5484614926,156.5310400377,2.1271558019,114.9415221682,0.1851726966,48.1938947369,-0.082177372,32.7093349308,-0.1976061694,Live
Extract252.png,73373.8766123014,4303.2868696806,151.1696153695,110.8864029419,171.917477551,585.1620882723,979.3925350256,126.1528115818,-2.5925305846,68.3187188566,-0.7272309861,50.5871988375,0.0339839571,36.5621097931,0.0699048488,12.8815660519,-0.038806118,Fake
Extract253.bmp,61932.9561210623,8398.6133041691,575.8098402691,75.6544229286,157.4870040816,189.1136357301,898.8167759771,119.105115333,8.8588916516,143.8329477559,2.1060071202,133.0105969005,0.3232570023,41.4168001425,-0.1435490702,25.3360872673,-0.1308334416,Live
Extract253.png,68120.7250511235,6208.6597509829,314.6731094161,103.4155047754,159.6267836735,503.5669965253,910.8829860851,147.1773138708,-0.4659710677,104.547101766,-1.2042473003,80.1968600051,-0.4720973221,42.8538672449,0.0274918812,17.1849752802,-0.0369598561,Fake
Extract254.bmp,72645.0324670218,5265.464551101,226.3274852155,98.2788304443,177.9664244898,322.8943413561,1013.1080898001,141.9592970236,1.9768473765,186.1045172073,-0.393737509,157.98264925,-0.0278274955,38.3803752134,0.1616912048,15.6378778135,-0.0271746678,Live
Extract254.png,69967.6323131467,5366.460445302,235.0930425387,107.8076349014,162.2562122449,561.7393563505,925.5402563211,113.4435780397,3.3271332694,81.5060399872,1.2908879009,64.4021098243,-0.105951021,35.001990914,-0.0239132159,13.2054421954,-0.0096236403,Fake
Extract255.bmp,67085.4710155809,7929.8957648717,513.3326272794,99.170007215,159.4104,370.7156581574,909.6784718637,139.182559998,-3.1755787286,131.5074926284,2.5478894684,124.6265301877,-0.3082318154,84.3193597945,0.0603295948,19.1120663329,0.0247399099,Live
Extract255.png,57014.5710854962,5460.2845021867,293.7409541362,105.328605638,137.596729064,521.6467672873,790.115572524,145.978254958,3.2576338805,93.5248541079,0.5144771542,76.1669677737,-0.1927665063,47.6787374235,0.097586165,17.6034285692,0.0550044661,Fake
Extract256.bmp,62724.6805278127,8478.4041628331,586.8027522314,85.2720742917,153.338277551,250.4939427983,875.8424845751,137.808777709,-1.6928527944,131.2486282563,0.8536448092,148.0108651278,-0.6300974836,50.0208688811,-0.0076687392,27.4977912777,0.0622074958,Live
Extract256.png,70185.465548578,5035.4704035588,190.1459481449,111.1937191115,149.9000824897,577.1972242243,855.9532837891,143.4244689962,-0.6320622424,87.6197059535,0.155040086,61.9086957702,-0.1519840355,32.5656169911,-0.0076442211,12.7792241806,0.0033286089,Fake
Extract257.bmp,70698.9135971477,7904.0126835487,509.9870734832,92.9930516069,175.8004244898,219.8063122694,1001.0457653551,144.5378657574,2.4356250486,175.4601933854,-0.8922485877,170.2539194346,-0.2173174598,51.7438098518,0.1192090255,24.8511036183,-0.010824215,Live
Extract257.png,72891.6301630806,3877.1012934068,122.7095056272,109.0412556422,171.3716326531,581.1724368826,976.3489696948,117.4192125277,2.3141574728,67.5748302129,0.6324252806,50.5058410998,-0.1980678452,26.942672923,0.0114060976,10.4978823452,-0.036613682,Fake
Extract258.bmp,68022.424693011,7480.5929747398,456.8103775814,91.9026253678,167.3181795918,345.573072165,953.7080204838,135.1524860756,0.7521705148,128.7666101145,-0.7217511033,135.0062354965,0.1653381535,45.500872994,0.02855074,26.2998547708,-0.0746600911,Live
Extract258.png,73022.2439337505,3982.8260711266,129.4930899008,107.0483728927,173.1559428571,564.3435036085,986.3000409444,119.2131322004,-1.7908477314,72.6719782586,-1.2369566529,58.4568605023,-0.0831598515,27.7453568843,-0.0339885816,10.3944780089,-0.0499067679,Fake
Extract259.bmp,67781.0584100878,6817.2876248319,398.7594213615,105.0291662595,162.7163534964,467.5608198546,928.4821678777,142.2942367001,0.2463541787,115.7544424905,-0.1224026022,117.1121669461,0.0164237118,58.2043667416,0.1832378578,18.3677262596,-0.0583474671,Live
Extract259.png,66604.6887964402,6634.5276862944,359.3221030221,109.1892002987,150.2199428571,545.8588739847,858.4495236183,148.1202843709,-3.4423329434,102.9485781571,-1.7569335538,72.6524997069,0.2881174661,43.4424191516,0.0055321586,16.4713907776,-0.0447141562,Fake
Extract26.bmp,73034.9979140867,7678.7253984861,481.3291734315,80.0485387919,190.2271755102,182.2591688005,1076.2949360453,160.7213279668,1.5647540116,183.296582014,-1.5659714662,115.0739473507,0.1308106691,45.1259613294,-0.0788596677,24.4948262369,-0.1074238833,Live
Extract26.png,70546.4112460259,4545.129643054,168.6383956912,107.7622908046,164.6503836735,561.159148999,938.8847591401,118.1912241003,-0.9494553401,73.5103952899,0.8217532008,67.7534724568,-0.1024313092,34.4793610426,-0.0414838164,13.3198369008,0.0184626193,Fake
Extract260.bmp,66182.3511018005,6949.0096209395,394.1937527503,95.3256428137,158.5819265306,328.9130745238,905.0598467419,142.8938098774,1.4623677419,156.3040239919,8.8672833992,145.1847818857,-0.0256663487,57.4686641685,0.0290203517,16.6542006359,0.0005538786,Live
Extract260.png,71462.1854615649,5603.2555094186,256.2977330925,109.1328145375,166.8316244898,552.1339499108,951.0437842658,127.0345549469,3.7012861894,81.7195495916,-0.6667260304,80.0545646378,0.1393777195,45.1830740657,-0.0543229358,14.699361557,-0.0672500909,Fake
Extract261.bmp,56013.0753417174,7979.6409335822,519.7932198278,72.6139478881,138.9991755102,232.2796703741,795.910860123,117.8971173863,0.5784833412,111.4134173154,1.2910895375,119.6067000359,0.276242837,40.325073899,-0.0924985006,25.9470339195,0.0947578476,Live
Extract261.png,69958.8683130259,5078.7726234501,210.5627049854,108.6552152083,161.5830285714,561.6880682368,921.787903637,139.2465869636,-0.5961244619,83.1950412504,0.4124033517,59.2744396994,0.2444191822,36.7790479765,-0.038555781,14.0039476427,-0.0269900416,Fake
Extract262.bmp,68547.9253197798,8939.3050684045,652.3361233143,83.7973930042,174.4747020408,163.7449288311,989.155963916,112.1121579166,-0.4192505218,125.6365486249,-0.1295759082,170.2938458106,-0.0979139882,52.8878603968,0.1381064936,30.9679696116,0.309346661,Live
Extract262.png,70384.0545197737,5924.0356432654,286.4832514504,107.8182850403,164.0916,553.6395396407,935.7712600538,131.9196740542,1.3276150976,86.4006480088,1.0099004595,63.3153053054,0.0576360686,39.9268559036,-0.0066592635,14.2492281845,-0.0590688427,Fake
Extract263.bmp,69822.7086712186,5824.2367948695,276.912116267,101.2461700649,166.5479183673,426.0698362446,949.4604160566,115.1380508333,1.4171242118,106.4581149081,0.7145341497,134.8253144849,0.0526876349,65.7343157185,0.0762906657,15.3880039035,-0.0366921773,Live
Extract263.png,70454.71704774,4807.5731827726,188.6755910834,107.6708163266,164.3207346939,557.1365592185,937.0479502099,137.4915983584,-3.1747164136,79.9614345027,-0.4633274508,58.3130598469,-0.2064555649,37.8075659562,-0.04796852,12.8457486468,-0.0504029508,Fake
Extract264.bmp,59364.1702725748,7753.4342384969,490.7407550261,69.6178355766,152.7255836735,141.9433170743,865.1483627311,98.7765325626,-1.4736174118,156.9653965181,-0.1249533729,115.0284279832,0.198251637,36.2423208416,-0.035506165,27.580850938,-0.0422178773,Live
Extract264.png,70225.149674469,5969.5325451314,290.9005616929,107.8571311787,163.3001714286,542.5873024858,931.3593265085,154.0920348158,-0.5685086509,107.1702432538,0.272474611,66.9457647029,0.7320935219,34.2853723904,0.0532040073,13.1921922737,-0.0373060302,Fake
Extract265.bmp,62967.2642348094,7869.8000216114,505.5816520829,74.616948131,162.0457877551,218.8829449913,918.0239624619,171.2488765132,11.3031876139,157.144304669,0.4252050301,94.2505045507,-0.1913708025,33.7724766201,-0.0688603582,19.7787072787,-0.052049792,Live
Extract265.png,70619.7804182003,5064.4628453944,209.3778278562,108.5320824174,163.9914040816,569.6816244677,935.2122849257,126.1500715068,0.0477826245,80.05200275,-0.1300147386,53.6970103069,0.1853218299,32.2444924468,0.1046338475,12.4854079313,0.0421986243,Fake
Extract266.bmp,67549.7241214931,6835.2359602237,381.3914337301,83.3445033682,170.8639510204,146.76288805,973.5391274874,82.6068553769,-2.429554607,154.8235381267,0.3133678989,175.605938477,0.0987045914,42.6719477202,-0.0793091356,25.4188986468,0.1588478439,Live
Extract266.png,65649.3139143774,5552.0604016061,251.6357118619,101.6990419053,151.7501959184,515.997595811,866.9792842504,133.1467966204,-3.0943912089,73.2635893042,-1.6845621721,59.7922553823,-0.1115878484,47.644301711,-0.0281342912,16.631484475,0.0010269832,Fake
Extract267.bmp,70016.043403128,5493.3198290823,246.3392877109,102.5300357535,166.5083918367,416.7732526552,949.2418141734,149.0435935039,2.4430758219,178.365649666,0.617983528,125.8466972323,0.0045103694,34.2610701108,-0.0886082648,16.2699134482,0.005469551,Live
Extract267.png,68218.1923163906,5003.6154233782,204.3768759597,100.115486273,162.0799755102,514.7133567663,924.5622527515,125.2562102539,-2.2354607266,72.8051987896,1.8485707179,64.1689713675,-0.0551364111,33.6157703046,0.0062944145,15.3874595569,0.0667769863,Fake
Extract268.bmp,68296.3792112298,7151.7346382557,417.529047641,94.1595771847,166.7012408163,346.2039977098,950.3058802056,112.8222143247,-1.8431630594,104.3781922503,-1.5677953222,151.170667731,0.0143126424,61.5376992893,0.0116622786,23.6556917949,-0.0142201149,Live
Extract268.png,71371.0057079774,4695.2765873656,179.9642631173,109.1304390939,166.1450612245,576.4703307586,947.2168558609,121.8006935353,0.1446874103,71.1403019688,1.678031781,49.7314210559,-0.1563634267,34.8243251672,-0.0310910997,12.8615197926,-0.0394638488,Fake
Extract269.bmp,69070.9502801052,5677.8770482314,263.1696961211,89.7267994537,171.4920081633,214.390765005,975.3845495951,160.5047004436,-19.8858344261,217.1515433849,-1.4148961444,140.1053844505,0.1182431494,33.7226405921,-0.0162468044,16.6280619602,-0.1229990928,Live
Extract269.png,73423.3905104815,3813.7351697957,118.7312322068,109.6836538726,172.7651755102,584.6874696611,984.1176373087,116.7844529218,0.3402387506,64.5419682029,0.6239429918,50.2633271553,-0.2455122674,29.683355518,0.0294414344,10.5267741241,-0.0093236228,Fake
Extract27.bmp,57100.9533566153,7831.7745493802,500.7076946312,78.9945902778,137.9652897959,279.2961730776,790.1356716841,106.7854224075,0.8138028294,103.6694437067,1.157514498,127.7854594284,-0.2704257058,46.756660649,0.1302585107,25.9033173982,-0.1772067702,Live
Extract27.png,71995.831282262,3574.6445943704,104.3108896005,111.2106440532,166.7376163265,600.5633081019,950.5197816674,110.0292752414,-2.8020364148,61.5507026392,1.4064803935,42.0304581444,0.031147932,24.3879460212,-0.0387974069,9.9974535887,-0.0346635678,Fake
Extract270.bmp,63981.5796746668,7935.439314196,514.0505886472,89.7296056948,155.6441959184,254.9894501226,888.1502568653,151.0382955858,2.9212126969,171.3181693592,-0.409086892,147.6475408142,-0.2726182332,47.1195013246,-0.0314712024,22.9526393415,-0.047264392,Live
Extract270.png,67828.9936782176,5769.335802353,278.8876045271,109.2285797091,156.2823041475,558.4031976615,892.3722597729,147.9154582233,-0.3123368677,88.1797903051,-0.1989104068,66.4178390636,-0.1132697213,37.3574311974,0.0393158631,14.0120402121,-0.0217092109,Fake
Extract271.bmp,68995.7939070713,7680.8355952191,481.5937587003,84.4420671622,175.0729795918,117.4270563363,994.4752581597,96.3323616207,0.0065425493,223.6201894336,0.7545266062,136.1458511269,-0.014517699,49.4095471019,0.1982429277,27.5338952715,0.0138983846,Live
Extract271.png,70798.1334880118,4244.9689543866,147.1000932547,109.9686329582,163.4785714286,569.4172533629,932.3537345904,142.7476769775,-1.3665562647,82.9437728785,-0.1110809762,65.7105377542,-0.3050714844,31.1996867921,0.0429002371,11.6755213435,-0.0256976583,Fake
Extract272.bmp,66170.4667196829,8955.483899866,654.6995255572,79.9697393938,169.0703755102,149.871987541,957.9337916495,139.3445564567,4.2004402013,199.4049740987,-0.8567879756,109.218363603,-0.0966270213,50.6055278417,-0.111472542,30.4197302341,0.0579169281,Live
Extract272.png,67688.5879438046,5291.8533703772,228.6017313761,103.3098087819,157.5441387755,520.9166612446,899.2753488792,142.387089238,1.3790602749,92.3731507018,-1.4640130856,69.7238943236,0.2472525227,35.2760412637,0.0056119121,14.6725657492,-0.0937324105,Fake
Extract273.bmp,66280.0799640024,8282.4153736848,559.9869748755,87.3994545489,164.8868734694,213.9371393295,936.4379336982,155.3823818284,4.0738976245,179.819741608,-2.0210629975,141.5818473068,-0.0150154633,50.7249858583,-0.1601542881,24.5610649463,-0.0384082975,Live
Extract273.png,70725.9162617646,5262.3763558507,226.062080903,107.0063319532,165.4120326531,551.103466303,943.1309324276,121.3047460776,2.5275215853,85.1366878875,-1.7399348924,68.1309467088,-0.3822689664,36.4695729055,-0.0429108618,13.9425025933,0.0663269599,Fake
Extract274.bmp,61949.0031794827,8541.1517372313,595.5205959054,65.2044901847,162.5719591837,198.0453739664,922.9764566324,171.6116557258,-15.1876894902,137.3352730524,-0.4863189241,60.5379594432,-0.1864714089,31.3715705348,-0.0989295126,20.9839485704,0.092148941,Live
Extract274.png,71240.0372852986,5119.8792549622,213.9850088603,107.9444706057,166.5631836735,549.0197711294,949.5474870921,131.719682694,1.6887196077,88.6773013557,-2.0105734514,67.6766208041,0.1565959179,43.9273134916,-0.0142459784,14.4169674507,0.0839356831,Fake
Extract275.bmp,58150.7150076638,7891.4233621948,508.363776991,70.1705123499,148.131477551,174.3085717589,841.312835313,104.4958334119,-7.7246279284,148.6311779958,0.524511112,109.6926750388,0.0782627249,37.0004549413,0.1823187575,28.7294904055,0.0672902345,Live
Extract275.png,67678.1439289705,5057.5240962408,208.8044896658,104.2558090534,156.6539183673,540.7280288403,894.3124738126,110.358994266,1.4770996618,78.4068670305,-0.3112828178,67.0893147495,-0.0829582939,35.2193218372,0.0393942311,13.3873366076,-0.0199280897,Fake
Extract276.bmp,64035.7733431594,8548.7988207694,596.587439004,93.2856546273,153.4377632653,315.2931428125,876.3896244947,150.0947703702,-1.7834469912,138.770234196,1.5553249657,148.9008810913,0.5992615586,52.1885060804,-0.2847361531,25.0614282283,-0.0332656339,Live
Extract276.png,67569.1310723574,5488.9586702431,245.9483043562,104.5316033869,156.8554122449,530.67906532,895.4359694723,126.3808031579,1.7789829876,81.669658654,0.5622521551,71.2292041671,-0.093284406,41.5758944891,0.0286986322,16.7812886855,0.0600958259,Fake
Extract277.bmp,65650.4329406601,9603.8926843879,752.936773006,67.3816813168,173.1778857143,136.0709526214,980.3245250513,132.5653003924,2.7798234742,154.6062355582,-0.0580447349,86.0616323996,0.0854262993,40.2645345776,0.1471938225,34.0861335416,0.1855666353,Live
Extract277.png,73962.9703032253,3713.6732187169,112.5826022483,110.6298248735,174.0183918367,591.2264023078,991.1031151685,116.567766946,0.7172506671,65.0907885897,0.9450313588,46.4236927016,-0.0047933924,29.6969005554,0.0405648939,10.9957731808,0.0320441837,Fake
Extract278.bmp,71559.8387522671,5389.0273367048,237.0744133531,103.214595184,170.7364408163,491.5726059313,972.8097516946,113.3434240515,2.7350221654,95.5218788315,-0.5645718887,106.6017446849,-0.0124177399,46.8799308091,-0.0053411126,16.5992746517,-0.0216243429,Live
Extract278.png,68308.4323305023,5529.7316478561,249.6157722229,104.8254636625,158.6021632653,519.5359024086,905.1719027327,123.2937731525,0.6560312927,92.4142818855,-0.0334861397,86.3226149923,-0.5874374952,44.254977275,-0.0744176638,15.4556347272,-0.0121968679,Fake
Extract279.bmp,66807.8028709047,6785.2869085435,375.8377014796,99.1076209808,157.9560816327,448.1109297176,901.570237587,119.696328777,1.7627584057,87.4176663622,0.984752762,109.6335738378,-0.064583799,60.9842385539,0.0911002517,20.9445904478,-0.0726965636,Live
Extract279.png,66544.0839451178,6162.569591369,310.0184813752,106.1854357086,151.5856816327,529.8953779482,866.0623106037,150.0426339947,-3.7754604824,105.77714429,0.9119772318,69.4476747218,0.4958488783,38.6908170194,0.0346307388,16.1430491581,-0.0549955273,Fake
Extract28.bmp,65594.787764601,7418.0314298217,449.201553419,83.6798478225,164.4925061224,186.533040545,936.3058372949,161.1654010039,-1.867089133,199.6746471925,0.0219169392,129.4910490022,0.3219838072,36.8615992595,0.2204950721,20.8656584087,0.0365067445,Live
Extract28.png,62922.2926645145,4407.4596811752,183.7814649119,110.3938869473,151.7409555345,571.1831189312,868.2639401509,128.6824172296,-0.1928421209,82.7132885593,-6.1566649988,71.7278712114,-0.2388397907,34.7478141543,0.0232053555,13.3032973929,0.0004947702,Fake
Extract280.bmp,64105.0693667291,8424.8251039924,579.4096165948,91.0354033286,156.2066693878,263.4433878615,891.8021669545,186.6976548551,-3.2263078033,156.6645312096,0.9644718004,146.1856808317,0.1983102073,51.0765271864,0.0866394976,22.3788272678,-0.200711884,Live
Extract280.png,69926.6626147396,4975.845497067,202.1145992709,106.9283533683,162.731844898,548.7175626635,928.191415066,131.0172314854,2.7530645671,84.0524715738,1.3577592422,69.2458384139,0.3263990113,36.2706018163,0.0744318265,13.3533365329,0.0104198408,Fake
Extract281.bmp,66444.1173273498,6164.385348133,310.2011977165,90.3170110746,162.4083020408,392.7124027003,926.3939318347,146.1065723614,6.781683225,149.0389201986,-1.594577281,82.2157424723,-0.1382290416,34.9594406186,0.0050586641,18.1940094371,0.0105277648,Live
Extract281.png,73100.2962666087,3566.8380582852,103.8557855839,109.1705377326,171.926644898,584.9252794297,979.4436341836,110.9611643774,0.5156384004,57.1884034113,-0.0974747488,47.2119768651,-0.0238211512,30.2854196115,0.0065290435,11.2260775598,-0.010269832,Fake
Extract282.bmp,76426.212207864,9393.8572018827,720.3636990152,69.5715055491,205.0295428571,187.0210847994,1159.7791478019,163.8042514464,-2.1098171547,152.6085796851,-1.1452029961,73.6584744344,-0.4849034317,39.3003880318,-0.065203326,26.8478904842,-0.0922036501,Live
Extract282.png,72875.2786320663,4072.7802364216,135.4084804423,107.4515428101,172.5067591837,564.6785666975,982.6760785796,120.1804787185,-0.810442068,71.9647586661,0.1653581186,58.0399112248,0.064736337,32.1471616025,-0.0410417977,11.6284696992,0.0133392425,Fake
Extract283.bmp,72300.8028989802,7145.6674028088,416.8209194413,83.2696283285,186.3393061224,190.0378190998,1055.9257353917,200.2826579639,-1.084816538,196.4078581382,-2.3333572127,112.9487464133,-0.2392140816,36.4566837946,0.0196158313,19.4775305754,0.0293763388,Live
Extract283.png,71653.5840405631,4483.1902861651,164.0734297303,107.6100484458,168.0706530612,558.1239618719,957.9501816705,116.0654796915,1.7243964154,72.386957346,0.7363149562,69.5262979291,0.0716076106,38.2034408111,0.0771435884,12.8507879294,-0.03543669,Fake
Extract284.bmp,65173.9398132042,7367.6902831982,443.125388646,83.4949837228,163.1306938776,230.3160624107,927.8148044396,146.9512837813,-15.9290748224,165.4299928654,1.7971077086,134.4517917875,-0.4598963225,39.5754376951,0.1634031849,23.8035108605,-0.098018139,Live
Extract284.png,72252.4417447911,3623.0103258063,107.1526842522,110.4193886101,168.1720897959,591.1922319905,958.5155990524,126.0215920773,1.4927361472,72.1296176454,-0.3027098502,41.241833663,-0.0511852463,22.7340072152,-0.0116811769,9.4261898421,0.0023193666,Fake
Extract285.bmp,61041.1290571704,9505.6454720573,737.6105782893,80.8568815742,151.5780897959,223.4355540019,866.0340711329,131.8901673696,-2.5585276029,135.0752563659,-1.8885318187,132.9475412196,0.8555706904,53.8100909211,-0.0947823183,30.7375161493,-0.0169288281,Live
Extract285.png,71804.6046158708,3795.3773143754,117.5909302733,106.3120652816,169.2802040816,562.233401178,964.6922673698,116.1240595303,2.4309343018,74.4921488429,-0.0363444142,54.4274125156,-0.1378250128,27.1612673539,0.0135530509,10.1318511036,0.0260669107,Fake
Extract286.bmp,67513.0922855221,6907.4396637819,389.4916139493,100.8253217461,159.4156,407.8979469339,909.7037692319,136.5993428968,1.1053745429,115.6192389369,2.1128458495,139.0115268275,-0.0799641213,63.5417630759,0.0237947414,17.8907455923,0.0218435865,Live
Extract286.png,65786.1425588237,5421.3618469634,239.9278716385,99.7038801492,153.6931836735,510.9762238719,877.8082378867,117.9429590847,-4.5672017688,72.7669362332,1.9848095188,66.1362878826,-0.0454665074,38.4840562092,0.0149181729,15.2783769323,0.0091274574,Fake
Extract287.bmp,68254.0487674895,10396.5905992727,882.3599680725,79.2972585212,176.7104979592,203.7411573022,999.5941574139,168.9316357448,0.1238398717,149.0912893026,-2.0201238451,106.2803403204,-0.321241073,54.3203925547,-0.1940628587,32.3859724994,0.214939381,Live
Extract287.png,65854.9670282426,5334.6276690679,232.3122642252,101.1714840955,152.7276897959,517.0422388008,872.4305357687,114.8299125459,0.595313234,75.1930170259,0.6560038711,63.9108598567,-0.4490502002,44.2616844665,-0.0105883836,16.420302795,-0.0919900008,Fake
Extract288.bmp,67117.822487711,8559.3237868663,598.057336232,85.4075837505,169.3421795918,232.7047879823,960.229574717,171.474400221,-0.3620219716,171.1178968759,1.3651582913,129.9154139875,0.1103537962,42.4336299989,-0.006439639,23.7796524144,-0.0505046414,Live
Extract288.png,66405.0190446228,4388.8100369239,168.2975407619,111.2656347933,154.2289820882,589.1762218075,881.3063710297,128.042533447,-0.2861131358,76.4814416981,-0.0853267364,49.5695541482,0.4055502258,30.7372566246,0.0691429382,13.0518758138,0.0265655969,Fake
Extract289.bmp,71945.9897616685,10025.9888636468,820.5751240324,68.902546105,191.9772,159.6827459343,1083.1593878334,155.9435787818,1.9658732101,159.1194091611,-0.3418067651,72.8611693627,0.2510793161,41.6263213415,0.046066853,33.3717541279,0.1717577026,Live
Extract289.png,71746.2152129727,3986.2300001143,129.7145274597,110.2839376561,166.5508816327,592.3953685231,949.4789150252,100.7441428173,0.6605638465,64.9004209687,-0.6006813085,52.0238265117,-0.6750231528,26.0163421489,0.0751448123,10.1459576827,0.0132353902,Fake
Extract29.bmp,67940.1781585932,5759.3995674761,270.7810887987,100.1978928382,160.3186857143,477.4137816412,914.7427462815,120.1513592371,1.0771658615,95.9105800459,-1.1170749443,105.6476733623,-0.1103851499,39.4673428376,-0.0446485934,15.3152131917,0.0253976407,Live
Extract29.png,70938.8207637166,4910.5865085202,196.8478355727,106.1792339797,166.649755102,532.5205733898,950.0356244213,143.6024316535,0.079376984,98.671463557,0.3650831672,74.4496333363,0.1887123955,37.2799380436,-0.0390449604,13.4404499915,-0.0019962707,Fake
Extract290.bmp,72531.7662688727,9883.1617768163,797.362340463,70.6403341268,192.7799755102,147.6769617897,1091.5873466031,141.5591910206,-3.0837231434,174.0158982615,-0.3697028891,75.6082836214,0.4985454224,43.4878579805,-0.0672628449,34.6968575175,-0.048706403,Live
Extract290.png,68061.2608234653,5019.3111572668,205.6610979058,101.0584315083,160.3023591837,513.3355632681,914.6511957754,111.4432304822,0.2115502079,75.4737057677,-2.8396970762,77.9275450853,0.0069977414,37.8867273193,-0.0231291045,15.0331366214,0.0588611383,Fake
Extract291.bmp,58516.2976481347,7683.9050451738,481.9787489245,72.2161566692,148.2297061224,194.0311100255,840.4245210831,120.2437926419,-3.0817788329,134.6898066432,-0.5117864674,120.2987338455,-0.6285723833,37.6360106611,-0.0417889961,25.0174549583,-0.0882173004,Live
Extract291.png,69655.0980279605,5262.7212271991,226.0917119609,108.1729073288,160.8818612245,558.8813801717,917.8795688393,122.8615318828,-1.2051779703,81.7514766284,-0.3828623491,71.3015829226,-0.1896503539,34.399064868,0.0129272785,13.546522609,-0.0269323459,Fake
Extract292.bmp,73784.6962364914,8996.5272243536,660.7143028452,71.4011681486,196.0188244898,162.2162896843,1108.9241184007,174.9137520694,3.1191297907,171.1153845019,0.575578241,73.9892560431,0.1797797767,39.8197323429,0.2122424799,28.675829703,0.0124745753,Live
Extract292.png,70949.9069024076,5039.5712521012,207.3247216735,107.6115991585,165.7437714286,549.846833282,944.9801081002,117.9994182237,-1.7735232111,89.3446934993,0.0130098343,76.8260071207,0.4346008536,36.9656561181,-0.0032674231,12.8130971837,-0.0390945964,Fake
Extract293.bmp,64724.0080236412,8068.919993594,531.4895499022,81.955089439,162.3854612245,193.6982792196,926.2813947372,129.6704644514,-3.3298085178,119.1897007397,0.5254912551,161.7384559327,0.0982699156,45.3594664665,0.1394559464,29.4025253633,-0.1111567978,Live
