Image,L2CA,L2CD L2 CH L2 CV,Energy,Original std,Original mean,cA5 std,cA5 mean,cD5 std,cD5 mean,cD4 mean,cD4 std,cD3 mean,cD3 std,cD2 mean,cD2 std,cD1 mean,cD1 std,Class
Extract1304.png,70992.9455422427,5851.6453445251,279.5245162294,104.0827976235,169.2772571429,499.2526018641,959.8304870278,118.8382832578,-2.6605812679,98.714130155,3.5326989767,101.9321558139,-0.8368247282,46.6331974087,-0.0328002864,16.9454964657,0.0274490267,Fake
Extract1305.bmp,67949.2509300789,7364.0327225274,442.6855341915,78.1740690633,175.1922040816,193.0719396866,991.3073029502,212.0973809631,2.5426854572,192.8578098115,2.4429280297,71.790662706,0.1169871612,33.8286766254,-0.0208061335,23.5808088123,0.0385124592,Live
Extract1305.png,69117.4854768105,6830.579154397,380.8719313019,100.5595388431,165.3250693878,437.6217244471,937.5792368247,139.6048942877,-0.3252556868,131.4256998206,0.5999970455,111.9765237137,0.0280937136,52.3982138894,0.0004431152,19.3688842843,0.0580492663,Fake
Extract1306.bmp,64503.3747686321,8263.0868084676,557.3763559532,88.4298843609,158.3927102041,240.3925329263,898.5389394511,167.7665080616,6.180987586,190.0178624236,0.0414285387,126.7331139171,-0.1643324464,45.643179445,0.0718311247,27.2771429786,-0.0572236969,Live
Extract1306.png,72267.9085028322,5214.1660608666,221.9390017167,106.7279012714,171.4548653061,532.7348390014,972.0903835323,158.9049480998,-2.5924970741,120.2166505606,6.2053654201,63.5229756856,0.6717080787,30.9941144672,-0.0080291992,11.6480383057,-0.0071681436,Fake
Extract1307.bmp,62872.4875274043,8032.1691720207,526.659115167,86.0818678182,153.4180326531,272.2031926536,870.531752439,125.2482067971,-2.020211293,142.0741507778,-1.5673477284,139.9249003533,0.0802020844,48.9211724814,-0.1076544969,25.5703322147,0.2127472712,Live
Extract1307.png,71299.7457998172,5214.2534455145,221.9464407678,101.347775646,171.6180979592,438.3475085403,973.0104993487,127.2114926769,0.33459824,100.9903366046,-0.7106587808,137.8533476767,-0.1406313447,49.7344199,0.1022554571,15.9639654387,0.0109542163,Fake
Extract1308.bmp,69560.0632843412,8298.2686680676,562.1327582648,79.7335242983,179.2683755102,166.5433788206,1016.0869405906,135.6166584304,-4.4855594333,198.9985413516,0.8777344467,111.052627061,-0.131174692,43.2551327004,-0.0435165634,29.9364711689,-0.0133897691,Live
Extract1308.png,74074.2711196831,4901.1197589682,196.0895909531,102.6297407275,180.2725387755,500.1870108537,1021.7466386451,163.2111174805,4.4479436972,117.680794624,0.4109701281,72.8621373929,0.3004620253,31.3145717311,-0.1245107754,13.5493693298,-0.0593767003,Fake
Extract1309.bmp,70144.8261744124,10821.3335882427,955.928658188,72.5538956526,185.6600163265,230.1483241813,1050.477369789,176.7595733429,-0.9343851717,137.4301755462,1.0359882909,70.7400416302,-0.1396321207,40.8303442328,-0.0382149225,28.2592308479,-0.0886778248,Live
Extract1309.png,68583.2451688686,5852.682863306,279.6236465178,99.9786009079,163.4620244898,410.5729332373,927.0877571667,130.5804718219,-1.5986671578,142.9336321951,11.0983030572,131.5741706864,0.0715497615,50.4267925599,0.0244416549,15.3158145735,0.0552212547,Fake
Extract131.bmp,77844.5172811064,6615.8803492519,357.3050840459,71.0313406072,208.0884244898,193.681703266,1178.290220762,185.252104158,-0.1096830517,163.730512154,0.6763682174,71.9907655641,0.0322877866,30.6377651835,0.0248676935,21.7743686966,-0.0752073444,Live
Extract131.png,73049.3149390256,3577.0781244793,104.4529625194,110.7988433791,170.7072653061,590.045111876,967.8822832057,131.7758978618,0.43027878,71.2736857721,0.0279322106,47.1680583852,0.1606146652,27.1397304898,0.0149726601,10.2715305811,-0.0095113532,Fake
Extract1310.bmp,69627.7790002697,7969.9867069507,518.536229461,92.3011127767,172.483322449,311.8817785361,977.884917529,109.5337022351,2.2514990412,107.5759966767,0.1923355319,158.3011300062,-0.1344370232,58.182570497,0.0252903299,28.7562320731,-0.1285071548,Live
Extract1310.png,68877.3471554805,6227.8842445875,316.6248339917,98.7356188476,165.3262204082,472.1766457511,937.5829322216,112.5618479188,0.773338703,81.2454908054,1.0347877358,102.3622919656,0.0874363919,43.3265428474,0.0695526331,19.7653858711,0.056998862,Fake
Extract1311.bmp,68870.9136179121,7699.3661364159,483.9203175721,87.8348087845,172.4454285714,262.7143475407,977.6688496808,105.9161126292,3.5930640265,125.1258472919,0.5830366536,161.6174832169,0.0866982604,48.362808606,0.0758819713,28.025577162,0.2817276679,Live
Extract1311.png,71310.006513689,4998.3318689602,203.9454814062,103.4063281104,170.4229061224,469.6438083313,966.281186595,146.1314717625,2.0043688546,112.7638226087,1.162179411,116.9949785493,-0.1033117517,45.7948292868,-0.0605644205,13.9046382975,-0.050834951,Fake
Extract1312.bmp,72246.8092684728,7397.5683194634,446.7266697235,81.5422082633,186.5453795918,193.3975479626,1057.0524106251,209.4905121198,4.3885849472,207.4420762388,0.7164720308,78.7932739043,0.5321303045,36.480406153,-0.036322054,25.0522490659,-0.030184695,Live
Extract1312.png,70181.757851428,5834.0102588875,277.8422506188,102.7655811909,166.8797959184,483.4336728764,946.3274605841,130.5400493575,-0.4079793277,91.248866939,2.8998325723,96.5506110325,0.1732416723,59.9022609783,0.017777404,16.668591138,-0.0067987707,Fake
Extract1313.bmp,66294.1358130949,6705.9411500079,367.0991567948,91.5661356269,160.8264,322.5571928752,912.2474294214,158.1061989887,1.8175381991,160.0675426342,-0.0171737159,127.9607062362,0.2409225146,44.6480615005,-0.047317389,21.0501908854,-0.1688034341,Live
Extract1313.png,72064.4091169546,4706.5218268486,180.8273282172,104.2884757635,172.1392489796,503.1492531138,975.9458095465,112.9694113347,-0.0897979726,91.8584338501,0.9762079236,108.5564838449,0.2500014511,42.7368168024,0.0061388708,14.0938147352,0.0115198186,Fake
Extract1314.bmp,64887.208664253,7850.0556521663,503.0479489152,85.6793088264,161.2844081633,228.5234605478,914.3741322147,121.1819714953,2.682859819,135.5697248249,-0.3935757436,156.5715756724,-0.1990734906,53.3482874957,-0.148304674,26.0954945519,-0.0278224918,Live
Extract1314.png,69705.1983069133,6097.0821460043,303.4645771031,106.7736122301,162.258,508.4620984755,920.3065267364,169.1350277091,-0.6505988205,114.0939702751,1.3333561541,90.2404627218,0.1288107668,43.647097086,-0.0625917273,15.202009655,-0.0585571541,Fake
Extract1315.bmp,71944.6623541808,5717.9994109313,266.9021817421,104.9117074956,171.1697469388,510.3857479103,970.4865315986,127.0798122746,-0.1337549115,100.4752286795,0.1507297495,94.184207793,-0.5343595052,44.2585520308,0.0113207395,15.6076958122,0.0850712055,Live
Extract1315.png,64384.0901025983,4755.4800986812,213.2446107398,110.4620601329,156.4588118812,547.6408232685,888.0747094356,169.4279565432,0.0327260483,104.5670703989,0.5531029027,78.2297393961,0.055566775,39.4402803728,-0.0225009287,13.5021533413,0.0545189808,Fake
Extract1316.bmp,69648.7990554856,8903.0662455998,647.0578659064,86.7848083321,176.7610612245,172.6216535352,1000.3302664846,142.1819053133,-4.1018800859,173.8883055203,1.4120232215,150.3493022562,-0.6266018514,57.8961639963,-0.0981726548,28.7309984583,-0.0291953423,Live
Extract1316.png,69167.7392579827,6114.2063670024,305.1715877412,97.9989903164,166.7945959184,382.4393009891,945.8489886078,140.4072860709,-0.3031335631,127.4464259458,0.9659949209,143.2733676258,-0.2954404261,51.0343348625,0.0075748193,19.701847549,0.0234551818,Fake
Extract1317.bmp,70343.187365126,5497.7660742863,246.7382188373,96.8069809056,171.3958857143,299.7098032547,971.750672985,129.1965862122,0.4756616579,139.0069476886,-0.0344485132,180.7566613654,0.0327926134,50.2519623753,-0.0603251849,16.3085944052,-0.0343747693,Live
Extract1317.png,68100.6704282775,6646.5314526926,360.6235130745,102.1940469278,160.7277061224,473.7526325378,911.6917474394,125.7609368271,-1.9601846013,110.3281986929,-2.2760325275,102.7912167633,0.4184814868,52.0841978558,-0.0290758361,18.8743748328,-0.0603693901,Fake
Extract1318.bmp,65005.5614383816,7986.2395354497,520.6532401435,85.8412587585,160.6009387755,274.381129372,910.9671573338,181.1929959375,-6.7365041311,192.4132761281,0.1373475242,91.1014349094,-0.0594048407,40.1507625281,0.0380308739,22.6673236439,0.0554867415,Live
Extract1318.png,70944.2615068467,5683.2764988495,263.6704633663,104.5894728625,168.198244898,501.6469287226,953.7557608924,134.3918935136,-3.5635079665,116.7205426734,-2.8392679448,92.9116377533,-0.2693505342,43.6479217624,-0.036804205,13.7962652841,0.0077683747,Fake
Extract1319.bmp,69265.2579292462,11248.2945432903,1032.8500418989,68.6787579915,184.593877551,126.6623886243,1044.4418953733,106.1308296248,-6.410865261,145.5980388607,-1.1570908804,92.3291275386,-0.5840792329,50.0203030763,-0.0233452849,41.032898972,0.187281193,Live
Extract1319.png,71285.667788885,5733.8289793076,268.381998073,105.4742674291,168.6184081633,524.519179486,956.1202539478,141.0056247024,-2.0624386238,102.9296854039,-1.3216174692,80.7359541928,-0.1606192943,35.8001404753,-0.0287247054,14.0684942022,-0.0403193651,Fake
Extract132.bmp,71111.5733378016,6639.8205232704,359.8956455612,86.5255277043,180.6803918367,159.3584822212,1024.0584629517,176.7508771161,0.0892100653,208.2457061119,0.4772737743,138.9764763156,-0.1602726887,40.6060468123,-0.2004702686,19.5244248653,0.045115347,Live
Extract132.png,62985.1145765737,4750.47838111,207.3224147854,110.2902309857,148.5309416628,572.5001089871,843.2896395953,134.5687013844,-0.3836657467,87.3632418211,-0.044791021,59.0657070362,-0.204877533,36.7136915978,-0.1900255011,14.5654697666,0.0280717521,Fake
Extract1320.bmp,78131.1019193332,9178.5144573808,687.715327709,71.1305985052,209.0752489796,115.7106129446,1182.3529283813,111.1032546381,0.4026838244,177.8302829039,-0.7517043837,97.9660977608,-0.0557447792,43.5131270274,0.0134543774,34.9065255369,-0.0618779882,Live
Extract1320.png,71472.2093694357,5853.6263146851,279.7138043426,104.6723619621,170.5592163265,489.1348187217,967.0463706535,142.7597167921,-0.0235195585,102.1681579173,1.0152714364,99.2791728056,0.3749132008,56.6420446652,-0.0709728479,17.3699730639,0.0335205944,Fake
Extract1321.bmp,78270.0699468411,7124.551236362,414.361063833,55.4763119265,213.403877551,246.6089515065,1207.2749762109,99.7791628803,1.7987435437,77.2015937837,-0.2399131036,38.2837880445,-0.2976793065,23.9203758376,-0.1157034613,17.85125842,0.1307408682,Live
Extract1321.png,70807.1598848349,6089.8954028013,302.7496001393,103.55148406,169.01,505.6980068699,958.3261297085,144.7515048822,0.0315971325,111.2608628986,-0.8449414817,79.7588873087,-0.0687823264,38.6346851302,0.0983057236,15.9032880202,-0.0480069394,Fake
Extract1322.bmp,69585.5558759561,6264.9185173607,320.4016655442,98.519504204,168.0782040816,356.1454033304,953.0799712103,134.0233379681,7.3417583686,118.645576586,-1.5561885364,154.3258913545,0.1237611281,67.9010065367,-0.0176800948,18.920212473,0.0967987964,Live
Extract1322.png,69840.7784190347,5548.0199047921,251.2695907263,101.2193491256,166.805044898,451.3660181102,945.9105625916,84.0851054391,0.1553572025,84.6385418829,5.4990329453,137.1720101387,-0.4721804424,53.615683955,0.0817786008,16.6699984902,0.0254867329,Fake
Extract1323.bmp,70145.2323028977,6874.24623997,385.757235655,94.3510037178,172.4138612245,300.6250499244,977.4913155533,125.2327073033,-1.9699184581,164.2958341692,1.3315287744,156.2657620198,0.1195345545,48.3968817721,-0.1222306793,23.3397303318,-0.1378684503,Live
Extract1323.png,72042.9964629445,4487.9838852505,164.4244845246,105.2525356253,170.909077551,519.2697744208,969.0184101284,130.6153242409,-0.535356345,112.6847164454,-0.005472568,87.6810991303,-0.1545889243,33.5520981693,-0.0047718218,11.9068383577,0.0419700004,Fake
Extract1324.bmp,66537.882436389,9232.746673015,695.8662132904,85.3350584319,166.5783918367,295.7043482566,944.6400793455,111.4564979431,3.8196785882,103.868234323,-0.0995694957,131.2929708207,0.2124904882,56.1819330266,0.0703564831,33.5300588415,-0.0323085894,Live
Extract1324.png,69504.299800757,7452.9456578269,453.4399916614,95.6844504894,169.8151673469,368.037294061,962.8583867758,129.7838734837,5.8400678383,119.0700063053,0.9602060286,144.9508064907,-0.4195204256,50.5660322372,-0.0155258318,22.367125713,0.0307502973,Fake
Extract1325.bmp,66536.6772806639,7310.6859234415,436.2949279282,94.414257233,160.8996408163,307.2427177005,912.6597326632,177.5808988495,3.1161135615,143.7248233704,0.2561192214,135.3893396521,-0.134650821,70.6513039451,-0.023063767,18.1602254569,0.0506040929,Live
Extract1325.png,71477.4933648402,3877.9294706301,122.7619345239,104.5585910233,169.3047755102,551.0909050151,959.9856977952,130.6871642573,2.2581105875,83.7478773997,0.3027165937,49.9508613869,-0.2582767731,19.3447654639,0.0940819424,10.0347337343,0.0239976983,Fake
Extract1326.bmp,65031.9515920094,6400.6484130672,334.43510292,88.7399509191,158.5991836735,380.1068945002,899.7171178928,138.974072718,-0.3582997879,120.3122936511,0.486121384,101.5182246818,0.1857179075,38.863265862,0.0793616947,20.140071858,-0.0885640472,Live
Extract1326.png,70335.9937617487,5231.1195132709,223.3845825479,98.2916917223,170.3604979592,429.2529483491,965.9284709012,122.3275409518,2.7334397052,118.7997096966,2.4699671595,122.5555459231,0.1975952148,47.4773255054,-0.1442916155,14.993261394,-0.1178645969,Fake
Extract1327.bmp,66682.7624706537,10275.4175778846,861.9118889788,76.3377843754,173.3593632653,171.5132582887,980.5886881392,130.7825717658,6.0930910482,159.6754944157,0.7131279542,104.7447229786,-0.19128993,52.8372870841,-0.0481703696,37.7156945138,0.3987801028,Live
Extract1327.png,69622.3722902399,5890.0005376538,283.2008680291,105.1762723862,162.9548653061,491.3475323901,924.2327995748,170.0709197902,1.7959284155,114.1097263438,-2.6950370022,96.1834971687,0.2425120383,45.6137962309,-0.0560878968,15.4822870067,-0.02475953,Fake
Extract1328.bmp,69819.4025675395,7201.7419340096,454.5581672574,95.872280127,178.8664329536,387.7249985437,1014.0333427582,148.9182687775,-0.701878931,111.0725993591,0.2282850734,105.3017670025,-0.1425894565,74.8901700043,-0.0237931373,21.909287544,0.0080303755,Live
Extract1328.png,72497.1713861603,5014.4003788245,205.2588666053,105.8348379647,172.4199265306,526.0555036139,977.5255271756,156.0976239271,1.060079128,113.1716071134,-1.0231890825,76.3692043616,0.2356029397,28.2385091781,-0.1306649579,9.7614873416,0.0456983586,Fake
Extract1329.bmp,70727.4099467827,5817.0940602083,276.2333331046,102.2925144576,168.7131020408,478.877966823,956.6540817503,144.9131463891,0.403315378,111.6048114624,-0.0888224303,99.7112601899,0.0178656643,43.8700691698,-0.0220723723,16.4231458103,0.0019507508,Live
Extract1329.png,69818.0185765008,5892.4476158844,283.4362359669,101.5779972314,166.7986857143,467.834440093,945.8795973427,115.8183616275,0.9836718827,117.3595675345,-4.4088976964,103.7321885928,0.2760620714,53.8144401253,0.0611868177,16.0827752992,-0.0556945138,Fake
Extract133.bmp,65291.1725038114,7755.5262465395,491.0056111083,91.5798016289,158.0744979592,269.4357994988,896.7564528711,130.6958386339,0.9665315766,139.2671148189,-0.4502798045,163.6518929752,-0.2871378476,54.0909916019,-0.064165824,25.275700919,-0.016783383,Live
Extract133.png,71406.2549751063,4369.6535606218,155.8683448151,108.187257015,166.8119510204,572.4273578339,945.9494708409,111.1382674911,0.835419087,69.5721786757,0.9285697102,57.1453513205,0.0687557823,33.1865597416,0.0475792345,12.4762275529,-0.0007156601,Fake
Extract1330.bmp,67430.004541921,8562.4059321402,598.4881252796,77.2869681117,174.194277551,222.329676488,985.2513508603,180.850566905,-4.8260546628,163.3495910888,-1.0362031461,86.2646492952,-0.0674781374,39.5610718037,0.1307328597,28.7157342275,0.0541985295,Live
Extract1330.png,71919.1859390893,4571.6914361715,170.6152047964,104.9717982123,170.6665142857,534.4934559632,967.6528320192,140.0876680409,-2.5088776243,106.6376729087,-1.1239360765,63.023656336,0.1761170772,27.9609348449,-0.0287995839,11.0883840776,-0.0333359079,Fake
Extract1331.bmp,71980.3479083466,5634.3310588006,259.1484610626,97.051337258,176.6245469388,319.5967496797,1001.2058315649,143.6378215015,2.9572486924,196.7985451005,-0.8232643541,145.7048236475,-0.1102795561,38.7348460159,-0.0271900416,16.6927093509,-0.0282454871,Live
Extract1331.png,69493.099603679,5960.4866614238,301.2073017466,105.4742915575,167.2401271725,498.4770082062,948.4700264643,139.3048971863,-0.3004987704,94.0514552206,-0.8092694643,92.9353671196,0.4929594275,61.708411812,-0.0161540679,18.0612809783,0.0067253307,Fake
Extract1332.bmp,63527.7830990996,10835.2755806287,958.3934441483,69.9760417997,166.4163183673,120.2539532527,942.7832416446,84.8343635757,1.6635165219,119.9753489903,-1.1630391149,118.5650924488,0.0655316639,54.6692998035,0.014818468,40.62603129,-0.0206512448,Live
Extract1332.png,73489.2288548559,4630.561729259,175.0375667631,108.4672102412,174.5423836735,554.342411751,989.4776204491,144.5899397359,1.6061338978,90.4248121681,0.6190015074,69.8254641615,-0.0323856881,33.2220840328,-0.1183787132,13.6374503777,0.0320892743,Fake
Extract1333.bmp,61351.2536168429,7072.2016716744,408.2941753864,84.6526454178,149.0168816327,310.7534137408,845.7489358704,140.29523469,1.9443655704,142.1094704026,1.396695207,116.2778252496,-0.0752576686,38.2811096404,-0.031493352,22.1825894286,-0.0286494887,Live
Extract1333.png,73851.5989468677,4434.9735155799,160.5631843583,110.1329735002,174.6885959184,564.3386952443,990.2957655497,156.8145777148,-2.5855703007,82.9151938739,0.6582113067,67.5346256381,-0.0740150562,34.4478083824,0.0722612741,13.5093297916,-0.0691304545,Fake
Extract1334.bmp,70774.1889148467,7448.8236470913,452.9385610242,98.8622937448,172.1580816327,416.1892058874,976.0704542435,132.7225401755,4.2475446673,111.0340868371,-0.6900722747,120.3588339973,0.1138815969,63.3512611928,0.1800902552,21.3115694871,0.0158253219,Live
Extract1334.png,71839.771739795,5570.2493813509,253.2871687383,107.7831019122,168.9157061224,540.6172668272,957.7945094158,149.0612235709,-3.1831019967,97.3716614538,1.421759227,72.3655010659,-0.1265854525,39.4400512747,-0.0309186869,16.6958122352,-0.0177991586,Fake
Extract1335.bmp,71304.6891313836,6563.5587897086,351.6759509058,88.4533563581,179.3842857143,209.2146109703,1016.6719719586,164.7400854094,12.9694435035,185.6373969476,0.5668899608,151.3940971943,-0.1107861982,40.554489904,0.0946261275,18.9927285431,-0.0030357089,Live
Extract1335.png,66296.5727202419,6759.1876549617,372.9519816734,99.2229498531,156.2499836735,453.1863014943,886.4799498774,114.430309761,1.9051796394,76.5478298092,-0.4060260794,118.9766235801,-0.1639765156,50.8595563968,-0.033400806,22.2001932306,0.0569873191,Fake
Extract1336.bmp,64902.7809968449,9206.1283713793,691.8595884924,75.9560446982,167.2346693878,189.1931680487,948.3582188285,154.7737807746,-6.846919114,156.8799083458,0.7621083939,106.2549280154,-0.349702922,44.3095138148,-0.0388052861,31.1305455921,0.0122009812,Live
Extract1336.png,67053.5616611935,6656.8100993042,361.7397608016,98.202439489,159.6433877551,441.9755369063,905.5852662154,125.2641827569,0.0122437364,108.7452553748,0.2429294744,110.3672153602,-0.2229937798,48.8699071072,-0.0089450611,19.9256221547,0.1025125341,Fake
Extract1337.bmp,75633.2516195113,6896.0494504892,388.2081471314,68.1664942651,201.947877551,157.2461960405,1141.5168406918,179.0477751735,3.9086299859,168.4012120372,-0.0992542882,65.2229273196,-0.0620864023,32.2753235073,0.0630136252,25.363435721,0.0822638629,Live
Extract1337.png,69930.5741975143,5576.3176819167,253.8393378748,103.7355143997,165.387844898,480.5169177629,937.9360936003,137.3620555507,-1.1547415575,102.5464532159,-1.8671429563,117.0365238875,-0.0847062463,43.7111119001,0.1369264601,14.7731280319,-0.0066833417,Fake
Extract1338.bmp,68947.3657689354,9361.2366192331,715.3693962553,83.9338276724,176.246677551,196.6594728164,998.235829101,162.9717409136,-9.1854112026,177.6548660485,-0.2361390851,126.9459956062,-0.2140367894,49.4459064134,0.1922160541,28.4527552903,-0.0944324641,Live
Extract1338.png,70475.5409708684,5201.3931867245,220.8529884319,101.1339429988,168.8469959184,451.6693718914,957.4092207766,99.0890936487,3.6189110109,85.6005311854,0.8326657182,134.0838838023,-0.0032256024,53.4665029229,0.0817487213,15.8683221029,-0.0433897777,Fake
Extract1339.bmp,71965.3697521578,9801.6323545522,784.26119848,73.910032317,190.2946122449,196.0432736642,1074.8212305792,189.6235457531,-7.5287689104,148.9269515712,0.2363925742,80.8149475672,-0.2086476443,43.402465157,0.2431968514,30.7614539159,0.1521662462,Live
Extract1339.png,70406.7965163878,5582.3918955351,254.3926471456,104.229458283,166.1689387755,479.3703776734,942.3301629069,119.0570010437,1.866153522,101.0469106534,-1.5484446578,127.8140866218,0.1437852983,41.7214170997,0.0124458536,15.6102177743,-0.0183185893,Fake
Extract134.bmp,67714.1032333973,9559.1713946882,745.9408796165,79.5261990136,174.1864081633,179.1672657554,987.4927456752,150.6998124956,-7.6424138365,160.7860965128,-0.0951127107,122.8788163834,-0.0933489582,46.5434385856,-0.0916929182,34.1684988255,-0.0119423638,Live
Extract134.png,71805.6903959728,4523.7565872614,144.3694790885,109.1635275866,149.5402116402,576.6525873208,848.3839961504,103.020924419,-0.3271240665,68.9335872451,-0.1551552197,66.3909388782,-0.0481593268,32.9525373349,0.0285850188,12.2260280897,0.0764825305,Fake
Extract1340.bmp,64364.7481717135,6833.8096681961,381.2322822949,94.6291835278,152.7415265306,426.5233159381,866.7271928784,122.8249649146,1.9741556592,94.3797175617,0.5256853682,107.6382624392,-0.29945223,48.6229258131,-0.1519220701,20.9350339256,-0.1055598608,Live
Extract1340.png,70160.5640526883,6735.6397385678,370.357899492,108.5174950119,162.8988897959,533.7358629831,923.9167332328,141.044865412,-0.4184472872,104.9147403328,-1.3023543366,83.1807750337,-0.1342934399,46.9294880069,0.1504783197,16.7734479596,-0.0237552973,Fake
Extract1341.bmp,65501.2987907238,8239.1349533631,554.1497533039,87.9450604017,162.1804979592,231.6961719851,919.8703301187,198.6359356884,2.024238116,163.4931223449,0.3286883734,136.4264576308,-0.171778747,48.7066077638,-0.0513929154,22.5538620528,-0.0439900087,Live
Extract1341.png,70981.5739933157,5897.4095693057,283.9137928828,101.601520841,169.8616734694,462.6990342874,963.1218094211,153.2673950594,4.0339404518,107.8422249486,0.1357799375,102.1346896893,0.1215887126,52.453344875,0.0149265587,18.7622247762,0.0652520386,Fake
Extract1342.bmp,70351.1642171346,7315.1835938549,436.831926627,81.7208633611,180.5825714286,162.283373458,1023.2020835202,144.1132188719,1.7321999789,203.3093075001,-0.1867884503,121.7532263207,-0.1655754929,41.3927270299,-0.0515493442,26.5587768465,-0.0495866524,Live
Extract1342.png,73961.8612197773,5751.9342350096,270.0795709704,101.2742356432,181.1011918367,463.6710367591,1026.4048484249,110.8188213205,-0.875877578,73.626915688,-0.2955662089,100.0383563379,0.3455162359,74.873707489,-0.0436001914,17.5585626661,-0.0651943241,Fake
Extract1343.bmp,73204.3119395934,7944.273252138,515.1957347317,84.8890201813,188.2151591837,144.8500253035,1066.4573071009,132.0107816689,-6.8575522118,211.5405290102,0.197435598,131.8124835164,-0.2023338972,52.3686911239,-0.0772105302,26.7814189479,-0.010631015,Live
Extract1343.png,71096.0300516837,4969.8021678474,201.6239476534,98.5903287142,172.7234204082,394.2624020361,979.2366185559,136.2520338574,-1.4520408758,138.8996668693,0.7908147299,144.5772673111,0.0664646936,38.1985959927,0.0261937274,14.2385814737,-0.0275067412,Fake
Extract1344.bmp,62692.714669334,7962.8007097846,517.6015930102,92.7425474053,148.8527020408,404.586590392,844.8287906746,133.497478502,-0.0511915662,118.9328979493,-4.3763542696,105.1505801729,-0.1984359262,44.0924864972,-0.0432653255,19.8805532022,-0.1941978238,Live
Extract1344.png,68980.1062416429,6142.0430745033,307.9566786045,103.8443123076,162.4597795918,494.9121178035,921.444295912,118.242505188,-3.0309084573,103.9838669022,0.5882358051,98.2573795262,0.008347237,51.108011028,-0.0184030276,17.6250821615,0.0567333752,Fake
Extract1345.bmp,66065.4775765998,7042.7145484039,404.8965568188,95.7120785489,157.898122449,335.4992838795,895.7569515417,137.7426564204,-2.5075793026,130.7346371276,0.5415456804,153.0774465341,0.0401226764,59.0439109451,-0.1032868001,20.0226185111,-0.048064654,Live
Extract1345.png,71166.2422530246,5474.4600216654,244.6507145209,104.5687355619,169.2062693878,501.4793067496,959.4304549322,139.8604966571,2.3220773348,92.3607366649,3.2111311638,101.8101166418,0.0152614704,44.9784090668,-0.086060266,15.5916039932,0.0065794555,Fake
Extract1346.bmp,72868.1837152458,8138.5181013788,540.6977705018,73.7924113271,192.2832571429,189.7551836914,1089.3559785656,133.1108550295,-2.0477097656,164.1805010594,0.5518279675,103.5498299463,-0.1813780675,37.1691478246,-0.0298444493,28.395845443,0.0512246061,Live
Extract1346.png,72312.6091020927,5175.4102414626,218.6520095301,107.3831741964,171.5440489796,552.2749470523,972.5935229941,149.1404476529,-3.2663485846,87.2006882222,0.752665482,62.0748813481,0.1059766224,31.2020760931,0.0220730565,13.1927505356,0.0364294063,Fake
Extract1347.bmp,61223.771245927,9094.4755252774,675.1794700397,81.5112408064,151.3455102041,216.8010912728,858.8589689361,127.9936861329,-3.1252104151,132.5074271215,0.8359568325,139.6638989031,-0.333628485,53.7135984651,-0.0254693781,29.7240112158,-0.1867295646,Live
Extract1347.png,72496.2160152028,4550.2176580148,169.0161692678,110.5189100648,169.1440653061,561.8967477131,959.0805790628,142.225216322,-1.2039308299,100.159437265,0.3341011495,74.3210224334,-0.0569144592,35.0210568181,-0.0610498199,12.2126868851,0.014243944,Fake
Extract1348.bmp,66682.004759858,6358.6423681761,330.0598593173,91.7798396385,162.3546530612,273.8668354608,920.8530262831,169.141708199,9.1387862857,201.6974426789,-0.0817296971,128.2353891717,0.283020087,38.9665899859,-0.0620571015,21.0694171442,-0.0407349097,Live
Extract1348.png,71137.4381357349,5371.6183187757,235.545170307,104.352874474,168.938677551,498.3432198307,957.9235402031,125.5285966848,2.1713528792,97.2711375064,-0.3997009206,102.8488685126,0.0783830175,49.3586065713,0.069143965,14.586843055,0.0410003965,Fake
Extract1349.bmp,68028.002242831,6432.1257087001,337.7325806736,88.2686519004,169.7403183673,252.0354724591,957.3440265737,206.2699963916,0.8861900849,168.909030441,0.6583168293,135.5116580571,-0.0332682032,35.8751624776,0.1019138703,16.3083058683,0.1517657276,Live
Extract1349.png,73620.4872667931,5672.7755231759,262.6969970314,100.8793855467,180.0652489796,454.6112822635,1020.5739404963,104.5141926941,-0.6018982942,77.3321762308,1.0706576103,113.6045358475,0.3866679288,70.2108684197,0.0318088943,17.2569913058,-0.0611196788,Fake
Extract135.bmp,68990.618991465,7920.692123369,512.1417445976,91.4091416936,171.2614530612,203.196326595,971.0050559191,131.8189606868,1.5344073971,164.1372295889,0.0732611502,171.3585636322,0.0068849298,59.0342918748,-0.1413057174,25.0550324744,-0.0100423268,Live
Extract135.png,70704.3628617892,3722.2980811581,113.1061469795,103.8059710268,167.0267183673,541.1530499271,947.1587319112,127.0077725284,-2.0977571436,85.0629531663,0.8852486876,59.620849028,0.211264831,25.0655789413,-0.1057506589,10.542929653,0.052046956,Fake
Extract1350.bmp,59112.3007972133,7631.7477831125,475.4577487759,71.1742805797,150.6306040816,181.6593459189,852.0483040414,113.0970393182,8.686548156,140.5577540112,-0.9691608472,117.474464503,0.0590727634,38.5414964315,0.0017684229,24.700550937,-0.0001298978,Live
Extract1350.png,68394.1187304319,6160.4860924984,309.8088889458,105.211741828,158.7109306122,520.2134199665,900.3359687012,111.8089067403,0.3497750613,89.7577460526,4.0693583367,91.8284641961,0.0439632759,46.3687960704,-0.0612668858,15.8300733192,-0.0468295632,Fake
